student_id,gender,age,parent_education,attendance_rate,study_hours,previous_gpa,final_grade,assignment_score_avg,exam_score_avg,class_participation,late_submissions,previous_gpa_sem1,previous_gpa_sem2
S20945,Female,20,High School,0.65,4.7,5.0,60.9,52.2,71.0,7.9,4,4.82,5.52
S20946,Male,23,Bachelor,0.61,2.3,9.7,57.7,44.0,61.4,6.4,4,9.66,10.0
S20947,Female,19,PhD,0.85,1.2,9.88,66.3,48.1,62.9,9.2,2,9.29,10.0
S20948,Male,19,Master,0.62,6.3,8.65,73.1,75.5,87.0,6.8,3,8.45,9.26
S20949,Male,17,High School,0.74,3.6,9.51,70.9,60.0,79.0,9.1,2,8.96,9.54
S20950,Male,23,Bachelor,0.95,1.6,9.56,65.1,51.2,58.1,9.7,0,9.01,9.68
S20951,Male,24,Bachelor,0.91,4.9,6.19,79.9,81.0,62.1,9.8,2,6.04,6.79
S20952,Male,22,Bachelor,0.84,5.0,5.11,72.2,70.5,57.0,9.4,1,4.63,5.27
S20953,Female,24,High School,0.9,6.3,7.82,82.8,85.1,96.8,9.5,1,7.26,8.18
S20954,Male,22,Master,0.92,3.5,7.89,79.0,69.1,66.5,10.0,0,7.85,8.5
S20955,Female,21,Bachelor,0.68,3.4,8.26,58.1,51.6,71.8,7.8,3,7.71,8.9
S20956,Female,21,Master,0.72,1.8,6.12,48.3,38.1,37.2,9.0,4,5.46,6.62
S20957,Female,23,High School,0.93,5.7,5.8,76.8,74.1,85.0,10.0,1,5.66,5.94
S20958,Male,17,Master,0.94,5.9,7.41,88.1,79.9,99.3,10.0,2,7.17,8.07
S20959,Male,20,High School,0.96,4.2,5.79,80.8,77.5,58.0,10.0,0,5.51,6.16
S20960,Female,23,Bachelor,0.75,7.6,7.58,82.3,85.7,94.7,8.6,2,6.97,8.08
S20961,Female,21,Master,0.79,1.9,5.45,51.2,54.5,39.7,8.5,2,5.04,6.13
S20962,Male,23,High School,0.81,4.9,6.26,75.4,62.3,75.3,8.7,2,6.1,6.74
S20963,Male,19,PhD,0.91,4.9,6.73,73.8,66.8,76.9,9.8,1,6.24,6.97
S20964,Female,21,PhD,0.75,1.9,7.73,60.2,49.4,55.1,8.9,2,7.14,8.17
S20965,Female,21,High School,0.85,7.9,5.42,77.9,82.1,89.4,9.2,2,4.88,5.45
S20966,Male,24,PhD,0.63,6.1,8.56,80.5,72.7,100.0,6.5,5,8.39,9.11
S20967,Male,24,PhD,0.62,7.3,9.57,85.9,75.3,100.0,7.3,3,9.31,9.78
S20968,Female,17,PhD,0.9,3.2,9.72,67.8,69.6,66.6,10.0,3,9.12,9.73
S20969,Female,21,Bachelor,0.62,3.2,7.13,58.3,51.7,56.5,7.9,4,7.04,7.55
S20970,Male,21,High School,0.99,6.6,8.26,88.8,88.0,95.5,10.0,1,7.6,8.47
S20971,Male,17,Bachelor,0.68,1.0,7.61,46.5,38.9,44.4,7.6,3,7.56,7.8
S20972,Female,20,Master,0.81,7.2,7.2,82.1,79.3,96.4,9.9,3,6.83,7.67
S20973,Female,23,Bachelor,0.75,2.1,9.93,66.5,58.4,67.0,9.1,3,9.48,10.0
S20974,Female,21,Master,0.84,7.3,7.58,87.5,79.7,95.7,9.9,3,7.16,7.62
S20975,Male,24,Bachelor,0.64,6.5,9.86,80.2,72.3,100.0,7.9,3,9.48,10.0
S20976,Male,22,Bachelor,0.91,6.0,5.51,69.7,77.0,73.8,9.7,2,5.42,5.76
S20977,Female,23,PhD,0.7,6.2,8.81,71.5,64.2,97.4,7.4,5,8.12,8.82
S20978,Male,19,Master,0.69,6.8,8.21,85.5,82.8,90.5,7.1,3,8.07,8.7
S20979,Female,17,Bachelor,0.97,6.3,6.75,87.8,77.8,83.2,10.0,0,6.21,6.96
S20980,Male,19,Bachelor,0.72,6.6,9.74,81.4,71.8,98.4,8.0,2,9.7,10.0
S20981,Male,23,Master,0.62,5.0,5.37,59.5,63.6,56.7,8.1,5,5.21,5.69
S20982,Male,21,Master,0.69,5.3,6.94,64.5,74.3,72.7,7.6,5,6.38,6.99
S20983,Female,23,Bachelor,0.94,4.1,6.57,76.2,71.3,61.1,9.5,1,6.26,6.62
S20984,Female,17,Bachelor,0.95,2.6,8.79,76.2,55.6,77.2,10.0,2,8.75,9.29
S20985,Male,17,PhD,0.94,5.4,8.26,86.6,78.4,93.3,10.0,1,7.79,8.43
S20986,Female,21,High School,0.91,1.6,9.59,62.5,57.3,58.7,9.6,1,9.22,9.8
S20987,Female,22,Master,0.61,7.5,5.73,64.6,72.6,83.9,7.0,3,5.24,5.84
S20988,Male,18,Bachelor,0.93,6.0,5.2,87.3,79.8,77.9,9.5,1,4.63,5.29
S20989,Male,23,High School,0.77,4.8,7.77,74.8,72.5,78.5,9.7,4,7.31,8.07
S20990,Female,21,Bachelor,0.99,6.6,9.49,89.1,94.3,82.7,9.9,1,9.17,10.0
S20991,Male,23,Bachelor,0.75,2.4,5.0,54.0,50.8,50.9,8.1,4,4.83,5.23
S20992,Female,23,Bachelor,0.85,2.1,7.14,57.6,58.9,42.1,9.1,1,6.92,7.37
S20993,Female,17,PhD,0.98,7.6,5.04,90.0,94.4,87.4,10.0,2,4.38,5.22
S20994,Female,20,Master,0.87,6.5,5.7,77.6,72.4,82.0,10.0,2,5.53,5.8
S20995,Female,18,Bachelor,0.82,4.5,6.92,69.2,71.7,62.4,9.9,2,6.41,7.33
S20996,Female,21,Bachelor,0.73,1.7,5.3,49.0,40.7,41.7,8.9,2,4.94,5.58
S20997,Female,23,Bachelor,0.86,5.9,7.03,77.3,68.5,82.3,8.7,2,6.96,7.65
S20998,Male,20,PhD,0.78,7.7,6.27,76.1,87.3,93.0,8.9,2,6.23,6.65
S20999,Female,21,High School,0.75,1.1,9.65,59.4,46.7,42.9,8.2,2,9.0,9.95
S21000,Female,18,PhD,0.79,6.7,8.73,79.5,81.0,99.6,9.3,3,8.6,8.99
S21001,Female,18,Master,0.79,6.6,6.88,86.6,82.6,94.4,9.7,3,6.53,7.56
S21002,Male,19,High School,0.71,7.4,6.58,77.5,82.6,100.0,7.6,3,6.51,6.89
S21003,Male,21,Bachelor,0.71,7.8,6.47,82.5,85.9,98.4,8.9,3,6.38,6.75
S21004,Female,21,Bachelor,0.97,1.4,7.77,73.2,57.8,64.4,10.0,2,7.21,8.06
S21005,Female,18,High School,0.87,5.4,9.01,86.8,78.8,91.1,9.1,2,8.62,9.28
S21006,Male,21,Master,0.78,4.5,5.24,54.7,58.1,49.9,9.6,2,5.16,5.92
S21007,Female,20,Bachelor,0.85,2.3,9.06,61.9,53.5,61.7,8.5,2,8.79,9.34
S21008,Female,22,High School,0.94,3.8,5.43,75.2,75.9,55.8,10.0,0,5.05,5.75
S21009,Female,18,Bachelor,0.61,3.1,7.76,69.2,58.4,73.1,6.3,3,7.38,8.33
S21010,Male,23,PhD,0.66,7.0,5.92,65.7,82.0,80.4,8.2,4,5.29,6.02
S21011,Female,22,Master,0.61,4.8,9.66,64.8,59.0,76.0,6.2,3,9.36,9.79
S21012,Female,24,Master,0.87,3.3,5.14,66.8,58.9,63.0,9.3,2,5.11,5.68
S21013,Female,19,PhD,0.63,5.1,6.44,69.2,60.6,76.6,7.1,4,5.84,6.89
S21014,Female,22,High School,0.77,3.6,7.13,76.3,63.0,79.0,8.1,2,6.77,7.38
S21015,Female,21,PhD,0.94,4.9,6.49,76.3,74.8,73.0,10.0,2,6.46,6.74
S21016,Male,19,Bachelor,0.77,6.2,7.58,79.7,76.0,88.5,8.5,4,7.24,7.92
S21017,Female,21,High School,0.79,7.5,7.32,87.1,93.9,96.8,9.8,4,7.21,7.48
S21018,Male,22,Master,1.0,2.4,6.04,70.9,68.3,42.3,10.0,0,5.66,6.42
S21019,Male,20,PhD,0.82,1.4,7.62,58.5,56.5,38.3,10.0,2,7.09,8.16
S21020,Male,21,PhD,0.76,5.1,8.54,64.5,56.1,78.9,8.3,2,8.33,8.68
S21021,Male,23,PhD,0.96,7.2,6.19,94.0,92.4,94.6,10.0,1,5.75,6.73
S21022,Female,21,High School,0.99,3.4,8.97,85.2,74.2,77.1,10.0,0,8.61,9.03
S21023,Male,22,High School,0.7,6.6,6.9,72.7,76.2,88.4,7.1,5,6.23,7.39
S21024,Male,18,PhD,0.84,7.3,7.95,85.0,83.9,95.5,9.8,1,7.32,8.02
S21025,Male,18,High School,0.83,4.3,9.88,78.7,72.7,80.8,9.7,3,9.81,10.0
S21026,Female,18,Master,0.82,2.3,8.12,58.4,50.0,49.0,8.4,3,7.93,8.71
S21027,Female,23,Master,0.87,2.3,8.67,72.9,55.7,70.6,9.9,3,8.15,9.04
S21028,Female,18,Master,0.71,2.5,5.89,48.8,53.0,39.6,7.3,3,5.3,6.3
S21029,Male,17,Bachelor,0.86,4.6,5.02,72.2,68.9,69.1,9.4,2,4.38,5.12
S21030,Male,22,Bachelor,0.69,1.6,5.66,44.9,41.4,42.8,8.4,5,5.46,5.79
S21031,Male,17,PhD,0.95,7.4,8.31,84.5,87.2,100.0,9.7,1,7.95,8.62
S21032,Male,20,Master,0.6,1.8,7.51,53.2,47.7,62.5,7.6,5,6.98,8.02
S21033,Male,24,Master,0.89,4.0,8.04,68.5,63.2,70.6,9.4,2,7.78,8.51
S21034,Male,18,High School,0.74,7.4,8.12,78.7,80.2,100.0,8.4,4,8.03,8.61
S21035,Male,22,Bachelor,0.93,1.6,5.3,51.5,53.0,41.4,10.0,1,4.9,5.98
S21036,Female,21,PhD,0.64,5.3,9.05,65.2,62.1,81.6,7.5,5,8.6,9.08
S21037,Female,20,Master,0.76,5.5,5.2,71.9,72.9,69.8,9.6,2,4.65,5.24
S21038,Female,18,High School,0.63,5.3,8.97,72.6,57.4,91.1,7.0,3,8.96,8.97
S21039,Male,17,Master,0.66,4.8,9.59,71.1,67.5,81.4,6.8,4,9.12,9.82
S21040,Male,24,PhD,0.81,1.9,5.04,52.0,46.9,41.2,8.3,3,4.36,5.35
S21041,Female,17,Bachelor,0.89,6.6,5.02,71.2,84.2,76.6,9.5,2,4.72,5.7
S21042,Male,23,High School,0.75,1.0,9.61,67.6,52.1,66.6,8.4,2,8.97,10.0
S21043,Male,20,Master,0.66,7.7,8.52,77.0,81.0,100.0,8.5,5,8.26,8.94
S21044,Male,19,PhD,0.86,6.7,7.83,90.7,93.5,89.2,10.0,1,7.52,8.45
S21045,Female,24,Bachelor,0.73,6.9,9.03,74.9,75.7,89.8,8.8,2,8.64,9.72
S21046,Male,18,High School,0.82,7.4,8.25,90.3,86.7,100.0,9.3,1,7.97,8.94
S21047,Female,23,Bachelor,0.93,2.8,9.48,70.6,50.2,61.2,10.0,0,9.12,10.0
S21048,Female,20,Bachelor,0.68,3.2,9.3,64.5,50.2,73.9,7.1,4,9.25,9.34
S21049,Female,19,High School,0.82,2.9,7.93,64.5,65.3,55.5,8.5,2,7.58,8.53
S21050,Male,17,Master,0.8,2.2,9.65,73.2,55.7,67.5,8.1,1,9.18,9.95
S21051,Female,17,PhD,0.91,5.1,5.85,70.3,78.2,65.6,10.0,1,5.22,6.38
S21052,Male,21,PhD,0.78,5.7,7.39,83.6,74.2,99.4,8.8,2,6.97,7.82
S21053,Male,18,Master,0.86,1.2,7.43,60.1,49.7,42.6,10.0,1,6.83,8.06
S21054,Male,22,Bachelor,0.94,5.4,5.85,76.7,75.0,69.8,10.0,0,5.62,6.3
S21055,Female,21,High School,0.87,6.7,7.54,78.7,86.2,81.5,9.3,2,7.1,7.63
S21056,Male,19,Master,0.78,7.7,7.93,75.9,77.8,100.0,8.0,4,7.65,8.55
S21057,Female,19,High School,0.97,7.6,6.36,97.9,94.3,95.9,10.0,0,6.06,6.54
S21058,Male,22,High School,0.85,6.6,9.86,85.6,86.6,94.1,9.2,3,9.75,9.92
S21059,Female,21,PhD,0.93,3.5,6.25,67.2,65.0,66.5,10.0,2,6.06,6.33
S21060,Female,22,High School,0.65,6.1,6.9,73.2,66.9,97.4,7.9,3,6.46,6.99
S21061,Male,18,High School,0.81,4.8,5.27,63.3,71.6,58.0,8.3,1,4.81,5.47
S21062,Male,17,High School,0.8,1.4,5.49,49.7,43.6,48.7,8.8,1,5.07,5.75
S21063,Female,21,Bachelor,0.93,3.5,7.9,75.6,66.8,65.8,10.0,1,7.23,7.95
S21064,Male,20,High School,0.78,6.5,6.3,69.9,71.4,72.9,9.1,2,5.83,6.75
S21065,Male,18,Bachelor,0.99,1.0,9.38,68.1,59.9,51.2,10.0,0,8.7,10.0
S21066,Female,19,Master,0.62,2.2,6.24,45.0,46.4,62.2,7.6,3,6.2,6.29
S21067,Male,17,Master,0.97,5.6,5.85,76.6,84.3,71.4,10.0,0,5.25,6.28
S21068,Male,23,High School,0.97,5.4,7.28,81.3,77.3,67.5,9.7,0,7.1,7.78
S21069,Male,21,Bachelor,0.92,6.8,9.23,89.8,91.3,100.0,10.0,1,8.73,9.39
S21070,Female,21,High School,0.67,1.3,5.75,39.7,44.9,36.8,6.8,4,5.23,5.76
S21071,Male,19,High School,0.93,6.7,8.68,94.5,86.2,93.3,10.0,1,8.67,8.96
S21072,Female,17,Bachelor,0.81,1.4,5.9,51.8,41.4,46.2,8.2,3,5.72,6.35
S21073,Female,21,Master,0.81,7.9,6.9,84.5,88.5,94.4,8.2,2,6.33,7.19
S21074,Male,24,High School,0.87,4.5,7.29,68.1,66.8,69.8,10.0,2,6.93,7.31
S21075,Female,21,PhD,0.96,4.2,9.91,85.0,66.2,74.0,10.0,0,9.39,10.0
S21076,Female,21,High School,0.68,2.7,5.41,48.6,54.0,38.2,7.1,4,4.82,5.67
S21077,Male,19,High School,0.98,1.3,9.14,71.5,56.7,60.7,10.0,0,9.08,9.73
S21078,Male,23,PhD,0.68,7.4,5.93,68.0,79.1,82.9,8.1,5,5.9,6.53
S21079,Male,17,High School,0.89,6.5,9.71,89.0,85.5,100.0,10.0,2,9.31,10.0
S21080,Female,24,Master,0.78,2.1,8.84,67.5,46.0,70.4,9.7,4,8.3,9.52
S21081,Male,19,PhD,0.98,5.0,7.16,79.2,70.9,79.7,10.0,2,6.69,7.56
S21082,Male,17,Master,0.65,2.0,9.47,54.7,47.7,62.1,8.3,5,9.16,10.0
S21083,Female,18,PhD,0.71,2.2,6.53,53.0,44.2,55.8,9.0,4,5.98,7.17
S21084,Male,23,Master,0.64,1.7,6.92,50.9,44.2,46.5,8.3,5,6.77,6.94
S21085,Female,17,High School,0.66,7.2,8.98,79.3,76.0,100.0,7.1,4,8.38,9.39
S21086,Male,17,PhD,0.9,5.3,8.3,90.4,77.4,87.7,10.0,1,7.8,8.87
S21087,Female,22,High School,0.66,1.1,5.06,38.7,40.8,37.3,7.3,3,4.42,5.54
S21088,Female,19,Bachelor,0.99,1.4,8.22,73.4,57.7,61.6,10.0,0,8.07,8.42
S21089,Female,17,PhD,0.92,1.9,9.29,62.2,50.5,52.2,10.0,2,8.64,9.86
S21090,Male,17,Master,0.63,4.7,8.29,58.9,52.6,71.4,7.6,3,8.16,8.31
S21091,Male,20,Bachelor,0.81,3.2,7.77,67.8,61.9,64.4,8.4,2,7.64,8.29
S21092,Male,22,Bachelor,0.86,1.4,6.31,45.2,40.8,23.7,9.5,3,5.87,6.52
S21093,Female,24,Master,0.98,4.4,6.66,75.9,76.0,69.1,10.0,1,6.16,7.16
S21094,Male,21,High School,0.92,5.0,6.71,73.3,79.2,67.4,10.0,2,6.54,7.27
S21095,Female,23,PhD,0.79,1.2,8.03,53.2,40.6,43.5,9.6,2,7.97,8.07
S21096,Male,22,Bachelor,0.67,5.5,7.33,59.4,58.2,78.6,7.9,4,7.11,7.54
S21097,Male,20,PhD,0.78,6.7,5.37,75.0,73.8,77.8,8.2,4,4.76,5.63
S21098,Male,19,PhD,0.99,1.7,7.68,61.9,53.7,54.3,10.0,1,7.19,7.88
S21099,Female,19,PhD,0.67,1.6,9.94,56.6,47.2,59.1,7.8,3,9.33,9.98
S21100,Male,17,Bachelor,0.64,1.8,5.15,41.6,44.7,42.6,8.3,5,4.89,5.85
S21101,Female,24,Master,0.82,2.6,5.96,62.5,52.9,57.0,8.6,3,5.63,6.1
S21102,Female,23,Master,0.89,6.8,6.37,87.8,83.6,88.6,9.5,1,5.92,6.57
S21103,Male,19,High School,0.93,3.3,5.62,60.4,66.3,55.0,10.0,2,5.14,5.65
S21104,Male,20,Master,0.96,2.0,6.22,72.0,60.3,53.5,10.0,0,5.85,6.48
S21105,Female,22,Bachelor,0.71,6.4,7.79,71.7,79.8,90.4,7.2,4,7.58,7.91
S21106,Male,19,Master,0.66,5.5,7.28,79.9,69.8,89.7,7.6,3,6.8,7.87
S21107,Male,19,PhD,0.68,6.1,7.51,82.2,71.1,91.9,7.2,5,7.41,7.78
S21108,Male,23,Master,0.63,7.7,9.81,75.9,81.9,100.0,6.6,3,9.44,9.9
S21109,Male,17,PhD,0.98,6.9,6.83,79.4,88.8,87.5,10.0,1,6.47,7.35
S21110,Female,17,Master,0.64,6.1,6.64,61.2,72.8,68.2,6.5,3,6.09,7.27
S21111,Male,23,Bachelor,1.0,2.2,6.13,66.9,64.5,39.0,10.0,1,5.63,6.22
S21112,Female,22,PhD,0.78,7.4,9.76,74.1,78.4,97.5,8.2,4,9.16,10.0
S21113,Female,19,PhD,0.78,6.1,5.52,69.5,76.5,69.6,9.6,2,5.3,5.76
S21114,Female,17,Master,0.89,3.4,8.74,70.0,68.9,72.0,9.7,2,8.2,9.09
S21115,Male,17,Master,0.78,7.3,8.14,90.5,81.0,100.0,8.1,3,7.66,8.64
S21116,Male,21,High School,0.79,2.2,7.78,61.4,47.7,51.1,9.5,4,7.75,8.18
S21117,Female,24,High School,0.66,3.5,5.92,57.2,68.0,61.6,7.8,4,5.59,5.92
S21118,Male,18,High School,0.9,4.0,5.53,75.8,68.6,65.9,9.7,0,5.03,6.01
S21119,Female,17,Bachelor,0.67,7.9,5.33,71.0,75.8,94.7,7.8,5,4.82,5.91
S21120,Female,18,High School,0.78,2.4,5.93,47.3,45.9,44.1,8.0,4,5.91,6.21
S21121,Female,22,PhD,0.63,7.8,8.0,77.7,84.2,94.4,7.9,3,7.8,8.66
S21122,Female,17,Bachelor,0.82,4.6,9.74,77.2,73.6,79.4,9.9,1,9.72,9.93
S21123,Female,22,Bachelor,1.0,2.8,7.8,76.2,65.8,74.1,10.0,2,7.54,8.03
S21124,Female,22,PhD,0.66,5.9,8.49,70.2,74.7,82.8,7.0,5,8.18,8.72
S21125,Female,21,High School,0.91,7.5,8.84,99.4,95.0,100.0,10.0,0,8.54,9.25
S21126,Male,20,High School,0.99,1.6,7.81,65.0,50.8,52.7,10.0,0,7.13,8.27
S21127,Male,24,High School,0.61,7.9,7.73,82.2,79.5,100.0,6.2,5,7.46,7.89
S21128,Male,17,High School,0.64,6.8,7.89,81.6,79.0,98.9,7.2,3,7.59,8.47
S21129,Male,23,Bachelor,0.69,1.5,5.66,49.7,44.2,44.6,8.1,4,5.52,5.8
S21130,Male,18,Bachelor,0.93,7.3,8.84,99.3,92.8,100.0,10.0,0,8.69,9.48
S21131,Male,22,PhD,0.91,3.6,9.84,80.3,72.1,78.8,9.6,2,9.71,10.0
S21132,Female,24,Bachelor,0.88,2.7,7.05,64.1,68.0,49.4,10.0,2,6.57,7.71
S21133,Female,24,PhD,0.95,3.8,6.41,71.5,72.8,62.6,10.0,2,5.93,6.73
S21134,Male,17,PhD,0.74,3.7,8.29,62.6,63.1,66.0,8.2,4,8.13,8.43
S21135,Male,18,Master,0.66,5.4,5.74,52.9,68.1,72.0,6.6,5,5.06,6.12
S21136,Male,22,Master,0.82,6.0,7.33,78.9,70.1,90.0,8.3,2,6.93,7.38
S21137,Female,20,PhD,0.99,4.8,7.78,85.5,83.5,77.7,10.0,0,7.52,7.9
S21138,Male,23,Bachelor,0.71,6.6,5.93,73.1,78.2,73.7,8.1,2,5.79,6.18
S21139,Male,20,Master,0.86,3.8,9.58,69.9,57.9,73.2,8.6,1,8.98,10.0
S21140,Female,23,High School,0.7,1.8,5.94,51.7,51.6,39.4,7.3,3,5.26,6.36
S21141,Male,17,PhD,0.7,2.3,9.04,55.9,47.0,58.2,7.1,4,8.56,9.71
S21142,Male,22,Master,0.62,5.1,8.61,62.5,61.7,90.2,6.4,4,8.19,8.86
S21143,Male,22,High School,0.96,3.1,8.95,67.3,70.0,55.6,10.0,1,8.31,9.31
S21144,Male,22,Master,0.64,6.7,6.37,68.3,73.4,95.8,6.4,5,6.36,6.86
S21145,Female,23,Master,0.87,2.9,6.28,60.7,68.6,49.5,9.2,2,5.85,6.6
S21146,Female,21,High School,0.86,5.1,5.15,73.8,76.4,69.2,10.0,2,4.75,5.83
S21147,Female,21,High School,0.65,1.6,6.11,51.8,48.3,46.5,6.7,3,5.53,6.69
S21148,Female,20,Bachelor,0.66,6.6,7.1,59.4,66.8,79.3,8.4,5,6.45,7.31
S21149,Female,18,Master,0.75,4.8,6.86,70.1,65.3,78.6,8.2,4,6.19,7.4
S21150,Female,19,High School,0.96,2.8,5.51,69.6,59.7,44.8,10.0,1,5.37,5.95
S21151,Female,17,Bachelor,0.92,5.8,9.73,91.5,82.1,99.3,10.0,0,9.53,10.0
S21152,Male,21,Bachelor,0.75,4.3,9.18,69.4,61.7,78.9,9.1,2,8.9,9.23
S21153,Female,17,High School,0.98,7.2,8.27,86.2,90.1,94.1,10.0,2,7.88,8.83
S21154,Male,17,Bachelor,0.93,6.2,5.7,89.7,85.0,93.0,10.0,0,5.29,5.93
S21155,Male,18,High School,0.91,7.7,8.36,86.2,93.6,100.0,10.0,2,8.0,9.02
S21156,Male,20,Master,0.67,7.5,9.99,77.8,70.6,96.5,8.0,3,9.48,10.0
S21157,Female,18,Bachelor,0.65,1.7,8.9,53.4,38.2,57.7,7.3,3,8.31,9.55
S21158,Female,19,Bachelor,0.72,2.9,6.19,42.1,48.2,44.8,7.9,4,5.97,6.22
S21159,Female,17,Bachelor,0.64,2.0,7.73,52.6,41.8,54.2,6.5,4,7.43,7.87
S21160,Male,23,High School,0.98,3.2,8.31,84.3,74.6,80.7,10.0,1,7.74,8.68
S21161,Female,17,Master,0.76,5.3,6.03,69.5,78.7,73.3,9.0,3,5.73,6.6
S21162,Female,17,High School,0.96,2.2,7.13,74.6,58.0,40.6,10.0,1,6.46,7.26
S21163,Female,21,High School,0.79,3.5,9.82,66.5,55.5,80.9,9.3,3,9.27,10.0
S21164,Female,21,High School,0.8,1.6,5.41,60.2,55.0,46.2,9.3,2,5.07,5.81
S21165,Female,21,PhD,0.61,1.1,7.58,43.5,38.9,35.5,8.1,4,7.25,8.01
S21166,Male,20,Bachelor,0.74,6.7,8.19,75.6,81.3,89.5,8.1,4,7.99,8.63
S21167,Male,21,Master,0.86,1.3,8.36,72.5,54.1,59.7,10.0,1,8.29,8.69
S21168,Male,24,Bachelor,0.86,1.1,8.58,67.9,57.5,56.8,9.1,2,8.15,8.75
S21169,Female,18,PhD,0.69,5.2,6.46,54.6,66.4,54.9,8.9,4,6.25,6.76
S21170,Male,22,Master,0.61,7.6,7.61,72.9,73.3,100.0,6.6,5,7.02,8.02
S21171,Male,24,PhD,0.73,6.2,7.15,76.3,71.7,85.4,9.2,2,6.54,7.26
S21172,Female,24,Master,0.91,2.3,9.09,70.2,56.9,62.9,10.0,1,8.9,9.18
S21173,Female,17,Bachelor,0.89,7.5,9.5,89.1,88.5,100.0,9.1,2,9.47,10.0
S21174,Male,23,Master,0.9,1.0,7.24,55.9,56.1,34.5,9.5,3,6.87,7.31
S21175,Female,23,Bachelor,0.88,7.2,9.15,94.8,85.9,100.0,9.8,1,9.03,9.55
S21176,Male,18,PhD,0.8,4.0,5.77,69.7,70.8,70.0,9.2,3,5.73,5.84
S21177,Female,20,PhD,0.61,2.0,7.96,50.7,44.8,60.4,7.1,4,7.3,8.11
S21178,Male,21,High School,0.68,2.2,8.61,59.3,46.5,66.3,7.6,3,7.95,8.71
S21179,Female,20,Bachelor,0.85,7.6,7.19,76.8,86.2,84.9,9.8,3,7.14,7.51
S21180,Female,17,Bachelor,0.75,1.5,8.47,61.4,42.1,59.6,9.4,3,8.09,8.72
S21181,Male,19,High School,0.69,2.9,8.73,64.1,54.5,68.0,7.5,3,8.56,8.82
S21182,Male,22,PhD,0.89,7.0,8.99,98.8,100.0,100.0,9.8,1,8.77,9.26
S21183,Male,23,Bachelor,0.91,4.8,9.81,91.7,77.1,88.3,10.0,1,9.5,9.96
S21184,Male,21,Bachelor,0.75,7.2,5.42,75.8,81.7,80.9,8.0,2,5.32,5.58
S21185,Female,19,Master,0.69,2.2,9.17,56.3,50.4,64.6,7.2,5,9.11,9.86
S21186,Male,17,High School,0.82,8.0,5.68,95.1,96.3,91.9,9.0,1,5.09,6.28
S21187,Male,20,Bachelor,0.62,4.6,6.46,56.9,59.0,74.1,6.7,5,5.85,6.47
S21188,Male,22,High School,0.78,4.0,5.89,60.4,62.0,62.0,8.4,3,5.28,6.36
S21189,Male,22,PhD,1.0,1.0,8.39,65.7,49.3,50.1,10.0,1,8.15,8.84
S21190,Male,24,Bachelor,0.89,3.5,8.18,64.7,58.3,63.7,9.1,2,7.69,8.61
S21191,Male,24,High School,0.72,7.5,5.32,63.9,82.8,80.7,7.9,4,5.29,5.35
S21192,Female,20,PhD,0.71,1.5,7.23,51.8,44.4,46.3,8.8,2,6.54,7.68
S21193,Female,18,Bachelor,0.88,3.4,7.95,66.9,56.5,60.4,9.0,3,7.88,8.46
S21194,Female,18,High School,0.95,2.5,5.58,64.2,59.2,51.3,10.0,1,5.08,5.6
S21195,Male,18,Bachelor,0.77,2.6,8.2,55.9,56.9,51.9,7.8,2,7.7,8.63
S21196,Male,24,PhD,0.7,3.6,8.83,59.4,53.8,50.3,7.2,4,8.33,9.21
S21197,Male,24,PhD,0.99,4.6,8.79,80.8,71.7,76.7,10.0,1,8.56,9.22
S21198,Female,17,Master,0.95,5.5,8.31,84.0,85.9,87.1,9.8,2,7.64,8.34
S21199,Male,20,High School,0.91,1.4,7.08,60.0,55.0,43.4,10.0,1,6.65,7.22
S21200,Female,24,Master,0.92,2.0,6.65,63.9,59.6,45.3,10.0,1,5.96,6.91
S21201,Male,24,High School,0.76,8.0,6.65,87.2,84.8,99.5,9.2,3,6.14,6.93
S21202,Female,19,Bachelor,0.88,7.9,9.09,90.8,89.1,100.0,8.9,2,8.87,9.79
S21203,Female,21,Master,0.7,5.9,6.8,71.3,65.0,77.2,8.8,3,6.37,7.38
S21204,Male,23,PhD,0.77,7.0,9.5,92.2,81.9,100.0,9.5,2,8.83,9.71
S21205,Male,24,PhD,0.88,1.6,7.74,65.5,51.4,58.5,9.5,2,7.6,8.37
S21206,Female,17,Bachelor,0.86,5.9,6.42,80.1,83.7,75.4,9.9,2,6.24,6.47
S21207,Female,23,High School,0.9,5.4,8.27,82.0,81.4,84.3,10.0,1,7.83,8.32
S21208,Male,22,Bachelor,0.84,3.8,8.09,64.5,65.5,61.1,9.2,3,7.84,8.36
S21209,Male,24,High School,0.62,2.9,6.16,52.6,51.7,62.2,7.1,5,5.53,6.58
S21210,Female,20,Master,0.76,1.3,9.72,55.1,49.0,48.5,9.2,2,9.54,10.0
S21211,Female,24,PhD,0.92,6.9,6.88,95.5,83.1,86.3,9.4,1,6.29,7.01
S21212,Female,22,Master,0.77,2.9,8.66,67.6,52.7,63.7,8.8,3,8.12,8.66
S21213,Female,22,Master,0.8,4.4,8.81,81.5,69.1,79.1,9.7,3,8.66,9.28
S21214,Male,22,PhD,0.78,4.9,8.29,69.5,71.0,73.9,8.6,3,7.76,8.79
S21215,Female,17,PhD,0.7,1.5,9.49,48.7,46.2,61.7,7.3,5,9.17,9.51
S21216,Male,17,Master,0.99,3.1,8.55,72.5,69.6,61.0,10.0,2,8.02,9.03
